task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
1555,Engineering,Frontend Engineer,34,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,2,2.52
1556,Operations,Logistics Coordinator,73,Inventory check,Inventory check for operations team by logistics coordinator.,Low,8,12.32
1557,Customer Support,Technical Support,26,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,4,3.21
1558,Engineering,QA Engineer,33,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,3,0.5
1559,Finance,Financial Analyst,9,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,2,0.5
1560,Operations,Operations Associate,7,Process documentation,Process documentation for operations team by operations associate.,Low,7,6.04
1561,Operations,Operations Associate,134,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,7,10.7
1562,Engineering,Backend Engineer,123,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,4,4.72
1563,Marketing,Content Writer,39,Write blog post,Write blog post for marketing team by content writer.,Low,2,3.05
1564,Finance,Accountant,14,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,4,2.72
1565,Marketing,Social Media Manager,151,Keyword research,Keyword research for marketing team by social media manager.,Low,5,10.6
1566,Engineering,QA Engineer,134,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,7,7.31
1567,Engineering,QA Engineer,100,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,7,7.16
1568,Engineering,Backend Engineer,81,Database schema update,Database schema update for engineering team by backend engineer.,Medium,8,12.1
1569,Engineering,Data Engineer,132,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,8,14.77
1570,Customer Support,Technical Support,18,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,5,4.92
1571,Engineering,Frontend Engineer,87,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,3,5.71
1572,Engineering,Frontend Engineer,26,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,4,5.17
1573,Engineering,Data Engineer,63,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,6,7.86
1574,Finance,Financial Analyst,29,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,6,6.83
1575,Finance,Financial Analyst,160,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,5,8.2
1576,Engineering,Backend Engineer,2,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,7,10.25
1577,Operations,Logistics Coordinator,91,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,5,5.66
1578,Engineering,Frontend Engineer,116,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,6.75
1579,Engineering,Data Engineer,76,Database schema update,Database schema update for engineering team by data engineer.,Medium,4,0.5
1580,Finance,Financial Analyst,35,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,3,1.23
1581,Engineering,QA Engineer,60,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,8,7.55
1582,Customer Support,Support Agent,30,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,3,5.44
1583,Customer Support,Support Agent,54,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,6,3.83
1584,Engineering,Backend Engineer,130,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,1,0.5
1585,Engineering,Frontend Engineer,165,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,8,8.91
1586,Engineering,Backend Engineer,26,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,6,3.8
1587,Engineering,Data Engineer,16,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,4,3.97
1588,Marketing,Social Media Manager,200,Write blog post,Write blog post for marketing team by social media manager.,Low,6,8.12
1589,Engineering,Backend Engineer,156,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,6,6.73
1590,Marketing,Content Writer,89,Keyword research,Keyword research for marketing team by content writer.,Low,5,2.15
1591,Engineering,Data Engineer,139,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,1,0.5
1592,Marketing,Social Media Manager,10,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,7,8.55
1593,Operations,Operations Associate,122,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3,4.03
1594,Customer Support,Technical Support,130,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,8,8.17
1595,Customer Support,Technical Support,18,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,8,11.4
1596,Marketing,Content Writer,117,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,8,12.83
1597,Operations,Logistics Coordinator,183,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,5,7.7
1598,Engineering,Backend Engineer,26,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,4,5.8
1599,Marketing,Content Writer,134,Competitor research,Competitor research for marketing team by content writer.,Low,4,7.65
1600,Engineering,Frontend Engineer,62,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,3,1.09
1601,Marketing,SEO Specialist,110,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,7,13.22
1602,Engineering,Frontend Engineer,110,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,2,5.75
1603,Engineering,Backend Engineer,178,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,6,6.13
1604,Engineering,Data Engineer,28,Write unit tests,Write unit tests for engineering team by data engineer.,Low,3,3.49
1605,Finance,Financial Analyst,132,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,6,4.57
1606,Operations,Operations Associate,182,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,8,8.59
1607,Marketing,Social Media Manager,107,Write blog post,Write blog post for marketing team by social media manager.,Low,6,9.22
1608,Engineering,QA Engineer,167,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,6,10.47
1609,Engineering,Backend Engineer,66,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,7,6.69
1610,Finance,Accountant,165,Variance analysis,Variance analysis for finance team by accountant.,Medium,7,5.42
1611,Engineering,Frontend Engineer,36,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,7,10.42
1612,Marketing,SEO Specialist,119,Keyword research,Keyword research for marketing team by seo specialist.,Low,3,3.53
1613,Engineering,Data Engineer,46,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,6,4.94
1614,Engineering,QA Engineer,44,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,3,10.37
1615,Customer Support,Support Agent,31,Escalate request,Escalate request for customer support team by support agent.,Low,4,3.57
1616,Marketing,Content Writer,161,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,2,1.14
1617,Operations,Logistics Coordinator,195,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,2,0.68
1618,Engineering,QA Engineer,78,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,3,8.73
1619,Engineering,Frontend Engineer,8,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,7,12.32
1620,Customer Support,Support Agent,140,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,8,8.11
1621,Customer Support,Technical Support,134,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,1,0.5
1622,Engineering,QA Engineer,116,Integration testing,Integration testing for engineering team by qa engineer.,Low,6,5.57
1623,Engineering,Backend Engineer,93,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,6,12.43
1624,Engineering,Frontend Engineer,163,Integration testing,Integration testing for engineering team by frontend engineer.,Low,3,3.55
1625,Finance,Accountant,44,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,6,5.84
1626,Engineering,Backend Engineer,167,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,3,7.36
1627,Engineering,Frontend Engineer,123,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,4,10.02
1628,Marketing,Content Writer,166,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,8,12.24
1629,Engineering,Data Engineer,10,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,1,1.19
1630,Marketing,SEO Specialist,19,Competitor research,Competitor research for marketing team by seo specialist.,Low,5,6.58
1631,Operations,Logistics Coordinator,9,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,6,13.4
1632,Engineering,Frontend Engineer,33,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,7,10.13
1633,Finance,Accountant,77,Variance analysis,Variance analysis for finance team by accountant.,Medium,3,2.24
1634,Finance,Financial Analyst,150,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,6,5.06
1635,Operations,Logistics Coordinator,149,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,8,13.35
1636,Finance,Accountant,156,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,7,1.78
1637,Engineering,Data Engineer,123,Write unit tests,Write unit tests for engineering team by data engineer.,Low,1,2.64
1638,Customer Support,Technical Support,65,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,6,11.27
1639,Engineering,Backend Engineer,27,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,5,7.99
